puzzle,solution,pretty_puzzle
030004960087601532016000784859060210321059006704130000100200005000905008005000690,532784961487691532916523784859467213321859476764132859198276345673945128245318697,"  3   |     4 | 9 6  
  8 7 | 6   1 | 5 3 2
  1 6 |       | 7 8 4
- - - + - - - + - - -
8 5 9 |   6   | 2 1  
3 2 1 |   5 9 |     6
7   4 | 1 3   |      
- - - + - - - + - - -
1     | 2     |     5
      | 9   5 |     8
    5 |       | 6 9  "
600243900904080000205960841762001009300708000001306270047030500020010003590802416,618243957974185632235967841762451389359728164481396275147639528826514793593872416,"6     | 2 4 3 | 9    
9   4 |   8   |      
2   5 | 9 6   | 8 4 1
- - - + - - - + - - -
7 6 2 |     1 |     9
3     | 7   8 |      
    1 | 3   6 | 2 7  
- - - + - - - + - - -
  4 7 |   3   | 5    
  2   |   1   |     3
5 9   | 8   2 | 4 1 6"
302184009948057123000230008257010940894570310000402507420860001069720804783941005,372184659948657123516239478257318946894576312631492587425863791169725834783941265,"3   2 | 1 8 4 |     9
9 4 8 |   5 7 | 1 2 3
      | 2 3   |     8
- - - + - - - + - - -
2 5 7 |   1   | 9 4  
8 9 4 | 5 7   | 3 1  
      | 4   2 | 5   7
- - - + - - - + - - -
4 2   | 8 6   |     1
  6 9 | 7 2   | 8   4
7 8 3 | 9 4 1 |     5"
503069287062030900801700034070000501000901003214357800930216450406070000125804006,543169287762438915891725634379682541658941723214357869937216458486573192125894376,"5   3 |   6 9 | 2 8 7
  6 2 |   3   | 9    
8   1 | 7     |   3 4
- - - + - - - + - - -
  7   |       | 5   1
      | 9   1 |     3
2 1 4 | 3 5 7 | 8    
- - - + - - - + - - -
9 3   | 2 1 6 | 4 5  
4   6 |   7   |      
1 2 5 | 8   4 |     6"
030650941001832567750014080000168020008200036604793015000501090010329678089076152,832657941941832567756914283573168429198245736624793815267581394415329678389476152,"  3   | 6 5   | 9 4 1
    1 | 8 3 2 | 5 6 7
7 5   |   1 4 |   8  
- - - + - - - + - - -
      | 1 6 8 |   2  
    8 | 2     |   3 6
6   4 | 7 9 3 |   1 5
- - - + - - - + - - -
      | 5   1 |   9  
  1   | 3 2 9 | 6 7 8
  8 9 |   7 6 | 1 5 2"
060091047070503819008247365706400930003900728000070450207058694980600072604709080,365891247472563819198247365726485931543916728819372456237158694981634572654729183,"  6   |   9 1 |   4 7
  7   | 5   3 | 8 1 9
    8 | 2 4 7 | 3 6 5
- - - + - - - + - - -
7   6 | 4     | 9 3  
    3 | 9     | 7 2 8
      |   7   | 4 5  
- - - + - - - + - - -
2   7 |   5 8 | 6 9 4
9 8   | 6     |   7 2
6   4 | 7   9 |   8  "
700461829001205046004970503320150600400600032100309408810700000502006900040003080,753461829981235746264978513328154697495687132176329458819742365532816974647593281,"7     | 4 6 1 | 8 2 9
    1 | 2   5 |   4 6
    4 | 9 7   | 5   3
- - - + - - - + - - -
3 2   | 1 5   | 6    
4     | 6     |   3 2
1     | 3   9 | 4   8
- - - + - - - + - - -
8 1   | 7     |      
5   2 |     6 | 9    
  4   |     3 |   8  "
671030029830209014294175036108753002507900600329600105903847261486001397712306450,671438529835269714294175836168753942547912683329684175953847261486521397712396458,"6 7 1 |   3   |   2 9
8 3   | 2   9 |   1 4
2 9 4 | 1 7 5 |   3 6
- - - + - - - + - - -
1   8 | 7 5 3 |     2
5   7 | 9     | 6    
3 2 9 | 6     | 1   5
- - - + - - - + - - -
9   3 | 8 4 7 | 2 6 1
4 8 6 |     1 | 3 9 7
7 1 2 | 3   6 | 4 5  "
000050080048310000930700164000800721020600950013279000089060412452090870170082039,261954387748316295935728164694835721827641953513279648389567412452193876176482539,"      |   5   |   8  
  4 8 | 3 1   |      
9 3   | 7     | 1 6 4
- - - + - - - + - - -
      | 8     | 7 2 1
  2   | 6     | 9 5  
  1 3 | 2 7 9 |      
- - - + - - - + - - -
  8 9 |   6   | 4 1 2
4 5 2 |   9   | 8 7  
1 7   |   8 2 |   3 9"
106075040792148060045026871009783456000502187508610932001437695907800024400050018,186375249792148563345926871219783456634592187578614932821437695957861324463259718,"1   6 |   7 5 |   4  
7 9 2 | 1 4 8 |   6  
  4 5 |   2 6 | 8 7 1
- - - + - - - + - - -
    9 | 7 8 3 | 4 5 6
      | 5   2 | 1 8 7
5   8 | 6 1   | 9 3 2
- - - + - - - + - - -
    1 | 4 3 7 | 6 9 5
9   7 | 8     |   2 4
4     |   5   |   1 8"
527389016360427008980000020009500100612930500750214080070093004438060000196042000,527389416361427958984651723849576132612938547753214689275193864438765291196842375,"5 2 7 | 3 8 9 |   1 6
3 6   | 4 2 7 |     8
9 8   |       |   2  
- - - + - - - + - - -
    9 | 5     | 1    
6 1 2 | 9 3   | 5    
7 5   | 2 1 4 |   8  
- - - + - - - + - - -
  7   |   9 3 |     4
4 3 8 |   6   |      
1 9 6 |   4 2 |      "
025086300374912060900450000450000081701005004893600005019030050208560093030100420,125786349374912568986453712452379681761825934893641275619234857248567193537198426,"  2 5 |   8 6 | 3    
3 7 4 | 9 1 2 |   6  
9     | 4 5   |      
- - - + - - - + - - -
4 5   |       |   8 1
7   1 |     5 |     4
8 9 3 | 6     |     5
- - - + - - - + - - -
  1 9 |   3   |   5  
2   8 | 5 6   |   9 3
  3   | 1     | 4 2  "
380620075000000038204853001598000000410780059000001800127000543830014096900305002,381629475659147238274853961598432617412786359763591824127968543835214796946375182,"3 8   | 6 2   |   7 5
      |       |   3 8
2   4 | 8 5 3 |     1
- - - + - - - + - - -
5 9 8 |       |      
4 1   | 7 8   |   5 9
      |     1 | 8    
- - - + - - - + - - -
1 2 7 |       | 5 4 3
8 3   |   1 4 |   9 6
9     | 3   5 |     2"
100090430600500000050074002004907083029836014800400207087209301090018006361045908,178692435642583179953174862514927683729836514836451297487269351295318746361745928,"1     |   9   | 4 3  
6     | 5     |      
  5   |   7 4 |     2
- - - + - - - + - - -
    4 | 9   7 |   8 3
  2 9 | 8 3 6 |   1 4
8     | 4     | 2   7
- - - + - - - + - - -
  8 7 | 2   9 | 3   1
  9   |   1 8 |     6
3 6 1 |   4 5 | 9   8"
000905602005004809879623504900807346654231907038496100406078051500062400321509768,143985672265714839879623514912857346654231987738496125496378251587162493321549768,"      | 9   5 | 6   2
    5 |     4 | 8   9
8 7 9 | 6 2 3 | 5   4
- - - + - - - + - - -
9     | 8   7 | 3 4 6
6 5 4 | 2 3 1 | 9   7
  3 8 | 4 9 6 | 1    
- - - + - - - + - - -
4   6 |   7 8 |   5 1
5     |   6 2 | 4    
3 2 1 | 5   9 | 7 6 8"
270590010509231460000000005360402091840019650901670840798104006000060579000020100,274596318589231467136748925365482791847319652921675843798154236412863579653927184,"2 7   | 5 9   |   1  
5   9 | 2 3 1 | 4 6  
      |       |     5
- - - + - - - + - - -
3 6   | 4   2 |   9 1
8 4   |   1 9 | 6 5  
9   1 | 6 7   | 8 4  
- - - + - - - + - - -
7 9 8 | 1   4 |     6
      |   6   | 5 7 9
      |   2   | 1    "
005724398030859076870301005003508204041672803200103009000005007520907631090030000,615724398432859176879361425763598214941672853258143769386215947524987631197436582,"    5 | 7 2 4 | 3 9 8
  3   | 8 5 9 |   7 6
8 7   | 3   1 |     5
- - - + - - - + - - -
    3 | 5   8 | 2   4
  4 1 | 6 7 2 | 8   3
2     | 1   3 |     9
- - - + - - - + - - -
      |     5 |     7
5 2   | 9   7 | 6 3 1
  9   |   3   |      "
201570869000000127800010543100400682080006301362109004000708900905000270028005416,241573869593864127876912543159437682487256391362189754614728935935641278728395416,"2   1 | 5 7   | 8 6 9
      |       | 1 2 7
8     |   1   | 5 4 3
- - - + - - - + - - -
1     | 4     | 6 8 2
  8   |     6 | 3   1
3 6 2 | 1   9 |     4
- - - + - - - + - - -
      | 7   8 | 9    
9   5 |       | 2 7  
  2 8 |     5 | 4 1 6"
573000000000009370048735162015900030860327514000500906406873050182050000350290640,573162489621489375948735162215946837869327514734518926496873251182654793357291648,"5 7 3 |       |      
      |     9 | 3 7  
  4 8 | 7 3 5 | 1 6 2
- - - + - - - + - - -
  1 5 | 9     |   3  
8 6   | 3 2 7 | 5 1 4
      | 5     | 9   6
- - - + - - - + - - -
4   6 | 8 7 3 |   5  
1 8 2 |   5   |      
3 5   | 2 9   | 6 4  "
350004179284091530001500028620100300800309201000806940060902753010000690072635014,356284179284791536791563428629147385847359261135826947468912753513478692972635814,"3 5   |     4 | 1 7 9
2 8 4 |   9 1 | 5 3  
    1 | 5     |   2 8
- - - + - - - + - - -
6 2   | 1     | 3    
8     | 3   9 | 2   1
      | 8   6 | 9 4  
- - - + - - - + - - -
  6   | 9   2 | 7 5 3
  1   |       | 6 9  
  7 2 | 6 3 5 |   1 4"
009508473023940050050300900407000035000034201001800764000603010318400020570200308,169528473823947156754316982497162835685734291231859764942683517318475629576291348,"    9 | 5   8 | 4 7 3
  2 3 | 9 4   |   5  
  5   | 3     | 9    
- - - + - - - + - - -
4   7 |       |   3 5
      |   3 4 | 2   1
    1 | 8     | 7 6 4
- - - + - - - + - - -
      | 6   3 |   1  
3 1 8 | 4     |   2  
5 7   | 2     | 3   8"
304060109019035006050100830080013400045006300120894067501942678008607203200081905,374268159819435726652179834786513492945726381123894567531942678498657213267381945,"3   4 |   6   | 1   9
  1 9 |   3 5 |     6
  5   | 1     | 8 3  
- - - + - - - + - - -
  8   |   1 3 | 4    
  4 5 |     6 | 3    
1 2   | 8 9 4 |   6 7
- - - + - - - + - - -
5   1 | 9 4 2 | 6 7 8
    8 | 6   7 | 2   3
2     |   8 1 | 9   5"
000080000000109832100070090473012000000407010200365407034920005086701900020654378,392586741657149832148273596473812659865497213219365487734928165586731924921654378,"      |   8   |      
      | 1   9 | 8 3 2
1     |   7   |   9  
- - - + - - - + - - -
4 7 3 |   1 2 |      
      | 4   7 |   1  
2     | 3 6 5 | 4   7
- - - + - - - + - - -
  3 4 | 9 2   |     5
  8 6 | 7   1 | 9    
  2   | 6 5 4 | 3 7 8"
607090100019020080000081950070809501890042037340176098960000405750000012008050309,687395124519624783432781956276839541891542637345176298963218475754963812128457369,"6   7 |   9   | 1    
  1 9 |   2   |   8  
      |   8 1 | 9 5  
- - - + - - - + - - -
  7   | 8   9 | 5   1
8 9   |   4 2 |   3 7
3 4   | 1 7 6 |   9 8
- - - + - - - + - - -
9 6   |       | 4   5
7 5   |       |   1 2
    8 |   5   | 3   9"
100478029864210005792635081218300006409560008056800017023080004940000000000903702,135478629864219375792635481218397546479561238356824917523786194947152863681943752,"1     | 4 7 8 |   2 9
8 6 4 | 2 1   |     5
7 9 2 | 6 3 5 |   8 1
- - - + - - - + - - -
2 1 8 | 3     |     6
4   9 | 5 6   |     8
  5 6 | 8     |   1 7
- - - + - - - + - - -
  2 3 |   8   |     4
9 4   |       |      
      | 9   3 | 7   2"
026001038890000042500070091300090080070010920180000065960200013053004079408739256,726941538891653742534872691342596187675318924189427365967285413253164879418739256,"  2 6 |     1 |   3 8
8 9   |       |   4 2
5     |   7   |   9 1
- - - + - - - + - - -
3     |   9   |   8  
  7   |   1   | 9 2  
1 8   |       |   6 5
- - - + - - - + - - -
9 6   | 2     |   1 3
  5 3 |     4 |   7 9
4   8 | 7 3 9 | 2 5 6"
010048270798012050064500000800731500106025000007409103082070305400080702670253490,315648279798312654264597831849731526136825947527469183982174365453986712671253498,"  1   |   4 8 | 2 7  
7 9 8 |   1 2 |   5  
  6 4 | 5     |      
- - - + - - - + - - -
8     | 7 3 1 | 5    
1   6 |   2 5 |      
    7 | 4   9 | 1   3
- - - + - - - + - - -
  8 2 |   7   | 3   5
4     |   8   | 7   2
6 7   | 2 5 3 | 4 9  "
794500321260130570531000600045803902826940137309016485410007806900600710607480293,794568321268134579531729648145873962826945137379216485412397856983652714657481293,"7 9 4 | 5     | 3 2 1
2 6   | 1 3   | 5 7  
5 3 1 |       | 6    
- - - + - - - + - - -
  4 5 | 8   3 | 9   2
8 2 6 | 9 4   | 1 3 7
3   9 |   1 6 | 4 8 5
- - - + - - - + - - -
4 1   |     7 | 8   6
9     | 6     | 7 1  
6   7 | 4 8   | 2 9 3"
060900712203571096107020305071065238052390167600002954789640520310250009506109473,865934712243571896197826345971465238452398167638712954789643521314257689526189473,"  6   | 9     | 7 1 2
2   3 | 5 7 1 |   9 6
1   7 |   2   | 3   5
- - - + - - - + - - -
  7 1 |   6 5 | 2 3 8
  5 2 | 3 9   | 1 6 7
6     |     2 | 9 5 4
- - - + - - - + - - -
7 8 9 | 6 4   | 5 2  
3 1   | 2 5   |     9
5   6 | 1   9 | 4 7 3"
004000900000800013083410000012300000748091530906080174401007658307048001800062007,154723986279856413683419725512374869748691532936285174421937658367548291895162347,"    4 |       | 9    
      | 8     |   1 3
  8 3 | 4 1   |      
- - - + - - - + - - -
  1 2 | 3     |      
7 4 8 |   9 1 | 5 3  
9   6 |   8   | 1 7 4
- - - + - - - + - - -
4   1 |     7 | 6 5 8
3   7 |   4 8 |     1
8     |   6 2 |     7"
401836029396005418582910736035007960268109370700062001620500043800003200000001600,471836529396725418582914736135487962268159374749362851627598143814673295953241687,"4   1 | 8 3 6 |   2 9
3 9 6 |     5 | 4 1 8
5 8 2 | 9 1   | 7 3 6
- - - + - - - + - - -
  3 5 |     7 | 9 6  
2 6 8 | 1   9 | 3 7  
7     |   6 2 |     1
- - - + - - - + - - -
6 2   | 5     |   4 3
8     |     3 | 2    
      |     1 | 6    "
308500710400180560901000200014753006576800300030006107603070091000010600105300872,368542719427189563951637248214753986576891324839426157683275491742918635195364872,"3   8 | 5     | 7 1  
4     | 1 8   | 5 6  
9   1 |       | 2    
- - - + - - - + - - -
  1 4 | 7 5 3 |     6
5 7 6 | 8     | 3    
  3   |     6 | 1   7
- - - + - - - + - - -
6   3 |   7   |   9 1
      |   1   | 6    
1   5 | 3     | 8 7 2"
570620483080500921000000000000142000437906512000307600700215090196008250052709134,579621483684573921321894765965142378437986512218357649743215896196438257852769134,"5 7   | 6 2   | 4 8 3
  8   | 5     | 9 2 1
      |       |      
- - - + - - - + - - -
      | 1 4 2 |      
4 3 7 | 9   6 | 5 1 2
      | 3   7 | 6    
- - - + - - - + - - -
7     | 2 1 5 |   9  
1 9 6 |     8 | 2 5  
  5 2 | 7   9 | 1 3 4"
050030100034290806697080342319040705700520009400079001901803260543000918800010070,258436197134297856697185342319648725786521439425379681971853264543762918862914573,"  5   |   3   | 1    
  3 4 | 2 9   | 8   6
6 9 7 |   8   | 3 4 2
- - - + - - - + - - -
3 1 9 |   4   | 7   5
7     | 5 2   |     9
4     |   7 9 |     1
- - - + - - - + - - -
9   1 | 8   3 | 2 6  
5 4 3 |       | 9 1 8
8     |   1   |   7  "
685173040490520763037069815928635170753014698106097302504006001862901007309700486,685173249491528763237469815928635174753214698146897352574386921862941537319752486,"6 8 5 | 1 7 3 |   4  
4 9   | 5 2   | 7 6 3
  3 7 |   6 9 | 8 1 5
- - - + - - - + - - -
9 2 8 | 6 3 5 | 1 7  
7 5 3 |   1 4 | 6 9 8
1   6 |   9 7 | 3   2
- - - + - - - + - - -
5   4 |     6 |     1
8 6 2 | 9   1 |     7
3   9 | 7     | 4 8 6"
074096810813472095602010347405008730209741586080063429306000904000209103951604208,574396812813472695692815347465928731239741586187563429326187954748259163951634278,"  7 4 |   9 6 | 8 1  
8 1 3 | 4 7 2 |   9 5
6   2 |   1   | 3 4 7
- - - + - - - + - - -
4   5 |     8 | 7 3  
2   9 | 7 4 1 | 5 8 6
  8   |   6 3 | 4 2 9
- - - + - - - + - - -
3   6 |       | 9   4
      | 2   9 | 1   3
9 5 1 | 6   4 | 2   8"
170060280002001605460090017846002950590008120200906874650800002389527400721049030,175364289932781645468295317846172953597438126213956874654813792389527461721649538,"1 7   |   6   | 2 8  
    2 |     1 | 6   5
4 6   |   9   |   1 7
- - - + - - - + - - -
8 4 6 |     2 | 9 5  
5 9   |     8 | 1 2  
2     | 9   6 | 8 7 4
- - - + - - - + - - -
6 5   | 8     |     2
3 8 9 | 5 2 7 | 4    
7 2 1 |   4 9 |   3  "
340562080708010246609847031200700053100084690980000174810405029492070365030020408,341562987758913246629847531264791853175384692983256174816435729492178365537629418,"3 4   | 5 6 2 |   8  
7   8 |   1   | 2 4 6
6   9 | 8 4 7 |   3 1
- - - + - - - + - - -
2     | 7     |   5 3
1     |   8 4 | 6 9  
9 8   |       | 1 7 4
- - - + - - - + - - -
8 1   | 4   5 |   2 9
4 9 2 |   7   | 3 6 5
  3   |   2   | 4   8"
008709430300460007207058091000040000904075008570901040719036824425897163863104750,658719432391462587247358691186243975934675218572981346719536824425897163863124759,"    8 | 7   9 | 4 3  
3     | 4 6   |     7
2   7 |   5 8 |   9 1
- - - + - - - + - - -
      |   4   |      
9   4 |   7 5 |     8
5 7   | 9   1 |   4  
- - - + - - - + - - -
7 1 9 |   3 6 | 8 2 4
4 2 5 | 8 9 7 | 1 6 3
8 6 3 | 1   4 | 7 5  "
087600000691423078000708400106839007270054000950276040800962000020300905009507180,487615329691423578532798416146839257278154693953276841815962734724381965369547182,"  8 7 | 6     |      
6 9 1 | 4 2 3 |   7 8
      | 7   8 | 4    
- - - + - - - + - - -
1   6 | 8 3 9 |     7
2 7   |   5 4 |      
9 5   | 2 7 6 |   4  
- - - + - - - + - - -
8     | 9 6 2 |      
  2   | 3     | 9   5
    9 | 5   7 | 1 8  "
104035028253098074080406130008000000470050810000043500702069081000084050000301206,164735928253198674987426135538917462479652813621843597742569381316284759895371246,"1   4 |   3 5 |   2 8
2 5 3 |   9 8 |   7 4
  8   | 4   6 | 1 3  
- - - + - - - + - - -
    8 |       |      
4 7   |   5   | 8 1  
      |   4 3 | 5    
- - - + - - - + - - -
7   2 |   6 9 |   8 1
      |   8 4 |   5  
      | 3   1 | 2   6"
008150090310049087070003401190482375403700000250310000061034058000070126000900030,648157293312649587579823461196482375483795612257316849761234958934578126825961734,"    8 | 1 5   |   9  
3 1   |   4 9 |   8 7
  7   |     3 | 4   1
- - - + - - - + - - -
1 9   | 4 8 2 | 3 7 5
4   3 | 7     |      
2 5   | 3 1   |      
- - - + - - - + - - -
  6 1 |   3 4 |   5 8
      |   7   | 1 2 6
      | 9     |   3  "
000200130023807540040300060508401726201008300074060981706003495005004002012009000,859246137623817549147395268598431726261978354374562981786123495935784612412659873,"      | 2     | 1 3  
  2 3 | 8   7 | 5 4  
  4   | 3     |   6  
- - - + - - - + - - -
5   8 | 4   1 | 7 2 6
2   1 |     8 | 3    
  7 4 |   6   | 9 8 1
- - - + - - - + - - -
7   6 |     3 | 4 9 5
    5 |     4 |     2
  1 2 |     9 |      "
520001908431897026609235400100000800803000000004628193005780209016540307270009605,527461938431897526689235471162973854893154762754628193345786219916542387278319645,"5 2   |     1 | 9   8
4 3 1 | 8 9 7 |   2 6
6   9 | 2 3 5 | 4    
- - - + - - - + - - -
1     |       | 8    
8   3 |       |      
    4 | 6 2 8 | 1 9 3
- - - + - - - + - - -
    5 | 7 8   | 2   9
  1 6 | 5 4   | 3   7
2 7   |     9 | 6   5"
020765000603000097100293080036100820095000000004008563300527046470310900001089300,928765431653841297147293685736154829895632714214978563389527146472316958561489372,"  2   | 7 6 5 |      
6   3 |       |   9 7
1     | 2 9 3 |   8  
- - - + - - - + - - -
  3 6 | 1     | 8 2  
  9 5 |       |      
    4 |     8 | 5 6 3
- - - + - - - + - - -
3     | 5 2 7 |   4 6
4 7   | 3 1   | 9    
    1 |   8 9 | 3    "
105203986809000420020807350093504178701380540540710639654128793010005060087430200,175243986839651427426897351293564178761389542548712639654128793312975864987436215,"1   5 | 2   3 | 9 8 6
8   9 |       | 4 2  
  2   | 8   7 | 3 5  
- - - + - - - + - - -
  9 3 | 5   4 | 1 7 8
7   1 | 3 8   | 5 4  
5 4   | 7 1   | 6 3 9
- - - + - - - + - - -
6 5 4 | 1 2 8 | 7 9 3
  1   |     5 |   6  
  8 7 | 4 3   | 2    "
